,Proximity_to_Beer,Covered,Customer_Rating,Price,Row,Section,Home_Away,Family_Bathrooms,Section/Row,Covered_Seating,Home or Away
418,4.0,1.0,3.0,75.375,18,303,0,2,"Section 303, Row 18",Covered,Away
419,4.0,1.0,3.0,74.375,19,303,0,2,"Section 303, Row 19",Covered,Away
421,4.0,1.0,3.0,80.5,21,303,0,2,"Section 303, Row 21",Covered,Away
423,4.0,1.0,3.0,73.16499999999999,29,303,0,2,"Section 303, Row 29",Covered,Away
424,4.0,1.0,3.0,70.5,31,303,0,2,"Section 303, Row 31",Covered,Away
426,4.0,1.0,3.0,76.375,33,303,0,2,"Section 303, Row 33",Covered,Away
431,5.0,1.0,3.0,82.5,17,304,0,1,"Section 304, Row 17",Covered,Away
434,5.0,1.0,3.0,89.5,20,304,0,1,"Section 304, Row 20",Covered,Away
436,5.0,1.0,3.0,75.0,35,304,0,1,"Section 304, Row 35",Covered,Away
438,6.0,1.0,3.0,95.0,19,305,0,0,"Section 305, Row 19",Covered,Away
440,6.0,1.0,3.0,98.0,24,305,0,0,"Section 305, Row 24",Covered,Away
441,6.0,1.0,3.0,104.25,25,305,0,0,"Section 305, Row 25",Covered,Away
442,6.0,1.0,3.0,102.625,26,305,0,0,"Section 305, Row 26",Covered,Away
444,6.0,1.0,3.0,103.0,36,305,0,0,"Section 305, Row 36",Covered,Away
446,7.0,1.0,3.0,117.125,24,306,0,1,"Section 306, Row 24",Covered,Away
447,7.0,1.0,3.0,91.0,26,306,0,1,"Section 306, Row 26",Covered,Away
451,7.0,1.0,3.0,116.125,35,306,0,1,"Section 306, Row 35",Covered,Away
454,8.0,1.0,3.0,106.875,22,307,0,2,"Section 307, Row 22",Covered,Away
455,8.0,1.0,3.0,109.125,24,307,0,2,"Section 307, Row 24",Covered,Away
456,8.0,1.0,3.0,109.0,25,307,0,2,"Section 307, Row 25",Covered,Away
458,8.0,1.0,3.0,101.125,27,307,0,2,"Section 307, Row 27",Covered,Away
459,8.0,1.0,3.0,109.0,35,307,0,2,"Section 307, Row 35",Covered,Away
461,9.0,1.0,3.0,235.625,1,308,0,1,"Section 308, Row 1",Covered,Away
462,9.0,1.0,3.0,78.5,16,308,0,1,"Section 308, Row 16",Covered,Away
463,9.0,1.0,3.0,75.0,18,308,0,1,"Section 308, Row 18",Covered,Away
465,9.0,1.0,3.0,77.16499999999999,20,308,0,1,"Section 308, Row 20",Covered,Away
466,9.0,1.0,3.0,85.16499999999999,21,308,0,1,"Section 308, Row 21",Covered,Away
467,9.0,1.0,3.0,83.5,28,308,0,1,"Section 308, Row 28",Covered,Away
471,10.0,1.0,3.0,72.5,20,309,0,0,"Section 309, Row 20",Covered,Away
474,10.0,1.0,3.0,77.0,29,309,0,0,"Section 309, Row 29",Covered,Away
475,10.0,1.0,3.0,68.5,30,309,0,0,"Section 309, Row 30",Covered,Away
476,10.0,1.0,3.0,73.25,31,309,0,0,"Section 309, Row 31",Covered,Away
478,10.0,1.0,2.0,75.0,35,309,0,0,"Section 309, Row 35",Covered,Away
479,10.0,1.0,2.0,76.5,36,309,0,0,"Section 309, Row 36",Covered,Away
484,10.0,1.0,3.0,64.375,25,310,0,1,"Section 310, Row 25",Covered,Away
488,10.0,1.0,2.0,63.94,29,310,0,1,"Section 310, Row 29",Covered,Away
489,10.0,1.0,2.0,54.5,30,310,0,1,"Section 310, Row 30",Covered,Away
490,10.0,1.0,2.0,51.165,31,310,0,1,"Section 310, Row 31",Covered,Away
495,10.0,1.0,2.0,52.0,37,310,0,1,"Section 310, Row 37",Covered,Away
498,10.0,1.0,2.0,52.0,40,310,0,1,"Section 310, Row 40",Covered,Away
500,10.0,1.0,3.0,96.75,11,311,0,2,"Section 311, Row 11",Covered,Away
501,10.0,1.0,3.0,72.75,13,311,0,2,"Section 311, Row 13",Covered,Away
502,10.0,1.0,3.0,64.83500000000001,14,311,0,2,"Section 311, Row 14",Covered,Away
505,10.0,1.0,2.0,53.875,31,311,0,2,"Section 311, Row 31",Covered,Away
508,10.0,1.0,2.0,51.25,34,311,0,2,"Section 311, Row 34",Covered,Away
509,10.0,1.0,2.0,62.0,36,311,0,2,"Section 311, Row 36",Covered,Away
511,10.0,1.0,3.0,107.875,6,311,0,2,"Section 311, Row 6",Covered,Away
512,10.0,1.0,3.0,99.625,9,311,0,2,"Section 311, Row 9",Covered,Away
513,10.0,1.0,2.0,114.875,1,325,1,0,"Section 325, Row 1",Covered,Home
520,10.0,1.0,2.0,76.33500000000001,3,325,1,0,"Section 325, Row 3",Covered,Home
523,10.0,1.0,3.0,52.0,36,325,1,0,"Section 325, Row 36",Covered,Home
525,10.0,1.0,2.0,69.58500000000001,4,325,1,0,"Section 325, Row 4",Covered,Home
526,10.0,1.0,2.0,69.58500000000001,4,325,1,0,"Section 325, Row 4",Covered,Home
527,10.0,1.0,2.0,69.58500000000001,4,325,1,0,"Section 325, Row 4",Covered,Home
528,10.0,1.0,2.0,69.58500000000001,4,325,1,0,"Section 325, Row 4",Covered,Home
534,10.0,1.0,2.0,73.75,5,325,1,0,"Section 325, Row 5",Covered,Home
538,10.0,1.0,3.0,69.125,53,325,1,0,"Section 325, Row 53",Covered,Home
545,10.0,1.0,3.0,48.165,63,325,1,0,"Section 325, Row 63",Covered,Home
546,10.0,1.0,3.0,44.9,64,325,1,0,"Section 325, Row 64",Covered,Home
547,10.0,1.0,3.0,44.9,64,325,1,0,"Section 325, Row 64",Covered,Home
549,10.0,1.0,2.0,70.25,8,325,1,0,"Section 325, Row 8",Covered,Home
550,10.0,1.0,2.0,67.0,9,325,1,0,"Section 325, Row 9",Covered,Home
551,9.0,1.0,3.0,88.625,13,326,1,1,"Section 326, Row 13",Covered,Home
552,9.0,1.0,3.0,88.625,13,326,1,1,"Section 326, Row 13",Covered,Home
560,9.0,1.0,3.0,60.0,22,326,1,1,"Section 326, Row 22",Covered,Home
562,9.0,1.0,3.0,71.5,24,326,1,1,"Section 326, Row 24",Covered,Home
566,9.0,1.0,3.0,63.0,29,326,1,1,"Section 326, Row 29",Covered,Home
572,8.0,1.0,3.0,86.83500000000001,33,327,1,2,"Section 327, Row 33",Covered,Home
579,8.0,1.0,3.0,79.2,45,327,1,2,"Section 327, Row 45",Covered,Home
586,8.0,1.0,3.0,65.215,53,327,1,2,"Section 327, Row 53",Covered,Home
591,8.0,1.0,3.0,90.33500000000001,6,327,1,2,"Section 327, Row 6",Covered,Home
593,7.0,1.0,3.0,135.0,10,328,1,3,"Section 328, Row 10",Covered,Home
597,7.0,1.0,3.0,116.0,14,328,1,3,"Section 328, Row 14",Covered,Home
598,7.0,1.0,3.0,124.0,15,328,1,3,"Section 328, Row 15",Covered,Home
615,6.0,1.0,3.0,101.19,50,329,1,4,"Section 329, Row 50",Covered,Home
616,6.0,1.0,3.0,101.19,50,329,1,4,"Section 329, Row 50",Covered,Home
617,6.0,1.0,3.0,101.19,50,329,1,4,"Section 329, Row 50",Covered,Home
618,6.0,1.0,3.0,101.19,50,329,1,4,"Section 329, Row 50",Covered,Home
622,5.0,1.0,3.0,122.5,11,330,1,5,"Section 330, Row 11",Covered,Home
623,5.0,1.0,3.0,132.25,12,330,1,5,"Section 330, Row 12",Covered,Home
624,5.0,1.0,3.0,132.66500000000002,13,330,1,5,"Section 330, Row 13",Covered,Home
626,5.0,1.0,3.0,138.0,16,330,1,5,"Section 330, Row 16",Covered,Home
627,5.0,1.0,3.0,114.0,17,330,1,5,"Section 330, Row 17",Covered,Home
628,5.0,1.0,3.0,151.0,18,330,1,5,"Section 330, Row 18",Covered,Home
629,5.0,1.0,3.0,134.25,19,330,1,5,"Section 330, Row 19",Covered,Home
632,5.0,1.0,3.0,83.0,38,330,1,5,"Section 330, Row 38",Covered,Home
633,5.0,1.0,3.0,86.75,39,330,1,5,"Section 330, Row 39",Covered,Home
635,5.0,1.0,3.0,97.625,44,330,1,5,"Section 330, Row 44",Covered,Home
639,5.0,1.0,3.0,126.25,8,330,1,5,"Section 330, Row 8",Covered,Home
644,4.0,1.0,3.0,87.0,30,331,1,5,"Section 331, Row 30",Covered,Home
652,4.0,1.0,3.0,89.33500000000001,4,331,1,5,"Section 331, Row 4",Covered,Home
654,4.0,1.0,3.0,65.0,46,331,1,5,"Section 331, Row 46",Covered,Home
655,4.0,1.0,3.0,69.46000000000001,47,331,1,5,"Section 331, Row 47",Covered,Home
656,4.0,1.0,3.0,69.46000000000001,47,331,1,5,"Section 331, Row 47",Covered,Home
657,4.0,1.0,3.0,69.46000000000001,47,331,1,5,"Section 331, Row 47",Covered,Home
658,4.0,1.0,3.0,64.0,48,331,1,5,"Section 331, Row 48",Covered,Home
660,4.0,1.0,3.0,86.75,5,331,1,5,"Section 331, Row 5",Covered,Home
662,4.0,1.0,3.0,75.75,51,331,1,5,"Section 331, Row 51",Covered,Home
663,4.0,1.0,3.0,79.16499999999999,52,331,1,5,"Section 331, Row 52",Covered,Home
664,4.0,1.0,3.0,84.25,53,331,1,5,"Section 331, Row 53",Covered,Home
665,4.0,1.0,3.0,84.25,53,331,1,5,"Section 331, Row 53",Covered,Home
666,4.0,1.0,3.0,81.0,6,331,1,5,"Section 331, Row 6",Covered,Home
674,3.0,1.0,3.0,109.83500000000001,1,332,1,4,"Section 332, Row 1",Covered,Home
691,3.0,1.0,3.0,63.665,29,332,1,4,"Section 332, Row 29",Covered,Home
692,3.0,1.0,3.0,71.41499999999999,30,332,1,4,"Section 332, Row 30",Covered,Home
693,3.0,1.0,3.0,71.41499999999999,30,332,1,4,"Section 332, Row 30",Covered,Home
696,3.0,1.0,3.0,78.0,34,332,1,4,"Section 332, Row 34",Covered,Home
703,3.0,1.0,2.0,51.0,61,332,1,4,"Section 332, Row 61",Covered,Home
704,3.0,1.0,2.0,51.0,61,332,1,4,"Section 332, Row 61",Covered,Home
705,3.0,1.0,2.0,51.5,62,332,1,4,"Section 332, Row 62",Covered,Home
706,3.0,1.0,2.0,51.5,62,332,1,4,"Section 332, Row 62",Covered,Home
707,3.0,1.0,2.0,51.0,63,332,1,4,"Section 332, Row 63",Covered,Home
708,3.0,1.0,2.0,51.0,63,332,1,4,"Section 332, Row 63",Covered,Home
709,3.0,1.0,2.0,51.0,63,332,1,4,"Section 332, Row 63",Covered,Home
710,3.0,1.0,2.0,51.0,63,332,1,4,"Section 332, Row 63",Covered,Home
711,3.0,1.0,2.0,51.5,64,332,1,4,"Section 332, Row 64",Covered,Home
712,3.0,1.0,2.0,51.5,64,332,1,4,"Section 332, Row 64",Covered,Home
713,3.0,1.0,2.0,51.5,64,332,1,4,"Section 332, Row 64",Covered,Home
714,3.0,1.0,2.0,51.5,64,332,1,4,"Section 332, Row 64",Covered,Home
715,3.0,1.0,2.0,50.0,65,332,1,4,"Section 332, Row 65",Covered,Home
716,3.0,1.0,2.0,50.0,65,332,1,4,"Section 332, Row 65",Covered,Home
717,3.0,1.0,2.0,50.0,65,332,1,4,"Section 332, Row 65",Covered,Home
718,3.0,1.0,2.0,50.0,65,332,1,4,"Section 332, Row 65",Covered,Home
719,3.0,1.0,3.0,51.0,66,332,1,4,"Section 332, Row 66",Covered,Home
720,3.0,1.0,3.0,46.0,67,332,1,4,"Section 332, Row 67",Covered,Home
721,3.0,1.0,1.0,46.0,67,332,1,4,"Section 332, Row 67",Covered,Home
724,2.0,1.0,3.0,101.0,1,333,1,3,"Section 333, Row 1",Covered,Home
725,2.0,1.0,3.0,65.125,10,333,1,3,"Section 333, Row 10",Covered,Home
726,2.0,1.0,3.0,61.644999999999996,11,333,1,3,"Section 333, Row 11",Covered,Home
731,2.0,1.0,3.0,58.75,16,333,1,3,"Section 333, Row 16",Covered,Home
732,2.0,1.0,3.0,64.25,17,333,1,3,"Section 333, Row 17",Covered,Home
733,2.0,1.0,3.0,68.375,18,333,1,3,"Section 333, Row 18",Covered,Home
734,2.0,1.0,3.0,68.25,20,333,1,3,"Section 333, Row 20",Covered,Home
735,2.0,1.0,3.0,66.625,21,333,1,3,"Section 333, Row 21",Covered,Home
736,2.0,1.0,3.0,66.625,21,333,1,3,"Section 333, Row 21",Covered,Home
738,2.0,1.0,3.0,67.8,23,333,1,3,"Section 333, Row 23",Covered,Home
739,2.0,1.0,3.0,67.8,23,333,1,3,"Section 333, Row 23",Covered,Home
740,2.0,1.0,3.0,61.44,24,333,1,3,"Section 333, Row 24",Covered,Home
741,2.0,1.0,3.0,61.44,24,333,1,3,"Section 333, Row 24",Covered,Home
742,2.0,1.0,3.0,71.5,28,333,1,3,"Section 333, Row 28",Covered,Home
747,2.0,1.0,3.0,66.4,4,333,1,3,"Section 333, Row 4",Covered,Home
748,2.0,1.0,2.0,50.2,45,333,1,3,"Section 333, Row 45",Covered,Home
753,2.0,1.0,3.0,70.5,5,333,1,3,"Section 333, Row 5",Covered,Home
758,2.0,1.0,2.0,50.5,59,333,1,3,"Section 333, Row 59",Covered,Home
760,2.0,1.0,2.0,45.5,63,333,1,3,"Section 333, Row 63",Covered,Home
761,2.0,1.0,2.0,50.4,64,333,1,3,"Section 333, Row 64",Covered,Home
762,2.0,1.0,2.0,61.125,65,333,1,3,"Section 333, Row 65",Covered,Home
765,2.0,1.0,3.0,69.5,8,333,1,3,"Section 333, Row 8",Covered,Home
766,2.0,1.0,3.0,66.4,9,333,1,3,"Section 333, Row 9",Covered,Home
